dataset,sample_id,label,prob,correct,mask_frac,hit,energy,iou,hit_centre,energy_centre,hit_random,energy_random
cbis_test|native,cbis_01318,1,0.7101185917854309,1,0.2439811862244898,True,0.3810739517211914,0.5329250670886947,True,0.4405301883897045,False,0.2441655695438385
cbis_test|native,cbis_01319,1,0.6664029161135355,1,0.19682716836734693,True,0.5416381359100342,0.6163649646886923,True,0.39189279256759835,False,0.19670042395591736
cbis_test|native,cbis_01320,1,0.6074631412823995,1,0.2372249681122449,False,0.23219157755374908,0.11580714067744889,True,0.47026771058818984,False,0.23737342655658722
cbis_test|native,cbis_01321,1,0.5743775963783264,1,0.24085220025510204,True,0.410003125667572,0.2143719806763285,True,0.46855036295892316,False,0.24033774435520172
cbis_test|native,cbis_01322,0,0.6278526782989502,0,0.2105986926020408,False,0.28444474935531616,0.1757018945446245,True,0.5148338564679499,True,0.21248765289783478
cbis_test|native,cbis_01323,0,0.7020638982454935,0,0.21839126275510204,False,0.1638917624950409,0.005604253484696077,True,0.43267112554453224,False,0.21827678382396698
cbis_test|native,cbis_01324,1,0.6883726914723715,1,0.2044403698979592,True,0.5615328550338745,0.6107627589491229,True,0.3549950114235873,False,0.2050088346004486
cbis_test|native,cbis_01325,1,0.7251061399777731,1,0.267398756377551,True,0.5147140622138977,0.6571045008125486,True,0.5574930840245989,False,0.26614752411842346
cbis_test|native,cbis_01326,0,0.6069177985191345,0,0.1965282206632653,False,0.1814001053571701,0.12657010297612312,True,0.4695565543027694,False,0.1971166878938675
cbis_test|native,cbis_01327,1,0.6789735555648804,1,0.1866031568877551,False,0.2961884140968323,0.26633592271035966,True,0.45053679842516114,False,0.1868136078119278
cbis_test|native,cbis_01328,1,0.6389298836390177,1,0.14967315051020408,True,0.4206685423851013,0.4484068020472181,True,0.36520865605442515,False,0.14968933165073395
cbis_test|native,cbis_01329,0,0.5532175501187643,0,0.21928810586734693,False,0.6321884989738464,0.4610416666666667,False,0.34317415768518816,False,0.21874387562274933
cbis_test|native,cbis_01330,0,0.6448416113853455,0,0.24728954081632654,False,0.4963524639606476,0.45146478691069003,True,0.46385919461657715,False,0.2468128651380539
cbis_test|native,cbis_01331,1,0.7045447031656901,1,0.1651985012755102,False,0.2390596717596054,0.23433921595042437,True,0.42528406853127754,False,0.16389061510562897
cbis_test|native,cbis_01332,1,0.7228082617123922,1,0.19856106505102042,True,0.38949811458587646,0.7179795550210463,False,0.3203924417790429,False,0.1985207349061966
cbis_test|native,cbis_01333,1,0.6730945706367493,1,0.09526466836734694,False,0.21577796339988708,0.24483280120988068,True,0.2585627635359006,False,0.09483040869235992
cbis_test|native,cbis_01334,1,0.7262590527534485,1,0.2252471301020408,True,0.40727975964546204,0.5475776037133739,True,0.4321493623599383,False,0.2254083752632141
cbis_test|native,cbis_01335,1,0.7195121645927429,1,0.16882573341836735,True,0.5202944874763489,0.603587210813621,False,0.2822945070114354,False,0.16949628293514252
cbis_test|native,cbis_01336,1,0.6276172995567322,1,0.1692841198979592,True,0.43283888697624207,0.521096700049253,True,0.34868833279155126,False,0.16960354149341583
cbis_test|native,cbis_01337,0,0.5483491619427999,0,0.25843032525510207,False,4.4258586058276705e-06,0.0,True,0.6142299619491249,False,0.2594701945781708
cbis_test|native,cbis_01338,0,0.6504911780357361,0,0.26193797831632654,True,0.4896259605884552,0.43101320498580775,True,0.4274914353341985,False,0.2609211206436157
cbis_test|native,cbis_01339,0,0.6509670615196228,0,0.2626953125,True,0.568970263004303,0.4479855307471623,True,0.5434790087210716,False,0.26235854625701904
cbis_test|native,cbis_01340,0,0.5865175525347391,0,0.22142059948979592,True,0.406560480594635,0.2318578916715201,True,0.4700917388409468,False,0.2225521057844162
cbis_test|native,cbis_01341,0,0.5848298668861389,0,0.23557079081632654,True,0.5191306471824646,0.2611656087709175,True,0.423031802641501,False,0.23566390573978424
cbis_test|native,cbis_01342,0,0.6824486255645752,0,0.23108657525510204,False,0.4040164351463318,0.29217443249701314,True,0.40869261362659304,False,0.23150506615638733
cbis_test|native,cbis_01343,0,0.7019002437591553,0,0.20087292729591838,True,0.2970726788043976,0.36911244214538524,True,0.35448153767154933,False,0.20104047656059265
cbis_test|native,cbis_01344,1,0.6419128576914469,1,0.26747847576530615,False,0.20500469207763672,0.08511819401397049,True,0.48245333473269103,False,0.26769137382507324
cbis_test|native,cbis_01345,1,0.6245551307996114,1,0.2207828443877551,False,0.12239003926515579,0.02729528535980149,True,0.5486046964850275,True,0.22222162783145905
cbis_test|native,cbis_01346,0,0.6485302646954855,0,0.16282684948979592,False,0.13271018862724304,0.0809880061750386,True,0.35024827442320816,False,0.16280703246593475
cbis_test|native,cbis_01347,0,0.5800290703773499,0,0.28268494897959184,False,0.2582780420780182,0.12850619699934768,True,0.5549372497668035,False,0.2839398980140686
cbis_test|native,cbis_01348,0,0.5440833965937296,0,0.2108777104591837,False,0.020840607583522797,0.005560161927522802,True,0.5066224403280037,False,0.2107924222946167
cbis_test|native,cbis_01349,0,0.6042878230412801,0,0.2048389668367347,False,0.3284243047237396,0.22145391137033252,True,0.4002768359661851,False,0.2047337144613266
cbis_test|native,cbis_01350,0,0.6230182647705078,0,0.17219387755102042,False,0.22152051329612732,0.1578425294482331,True,0.40588267273175127,False,0.1728391796350479
cbis_test|native,cbis_01351,0,0.6099840601285299,0,0.18020567602040816,True,0.48397737741470337,0.4545593168648978,True,0.347547895324683,True,0.17973898351192474
cbis_test|native,cbis_01352,0,0.5587360461552938,0,0.1936981823979592,True,0.2743712067604065,0.12525632262474368,False,0.31634072917103295,False,0.19367271661758423
cbis_test|native,cbis_01353,0,0.6507738629976908,0,0.2463329081632653,False,0.07660051435232162,0.03302583025830258,False,0.3454593677968862,False,0.24745967984199524
cbis_test|native,cbis_01354,0,0.6035614411036173,0,0.22516741071428573,True,0.35465192794799805,0.19827005167378117,True,0.48310256663585066,False,0.22447027266025543
cbis_test|native,cbis_01355,0,0.6007319291432699,0,0.19110730229591838,False,0.24684922397136688,0.13616627105887802,False,0.2954372543388057,False,0.1913416087627411
cbis_test|native,cbis_01356,0,0.577711304028829,0,0.21141581632653061,False,0.13371126353740692,0.06753542248422795,True,0.33509010452046517,False,0.21204635500907898
cbis_test|native,cbis_01357,0,0.6176605820655823,0,0.20812739158163265,True,0.4000190794467926,0.36635775718381225,False,0.32745216831840745,False,0.2076447457075119
cbis_test|native,cbis_01358,0,0.5735257863998413,0,0.19463488520408162,False,0.16624990105628967,0.1070609940180019,True,0.4806924687048209,False,0.19454866647720337
cbis_test|native,cbis_01359,0,0.643703560034434,0,0.22138073979591838,False,0.21687738597393036,0.09970354189421127,True,0.480306206011377,False,0.22181053459644318
cbis_test|native,cbis_01360,1,0.6887970964113871,1,0.23875956632653061,False,0.16059207916259766,0.02357152819749872,True,0.5747717605046185,False,0.239206925034523
cbis_test|native,cbis_01361,1,0.6451118985811869,1,0.2912747130102041,True,0.33093005418777466,0.16586265607264472,True,0.6380675182424937,True,0.2909534275531769
cbis_test|native,cbis_01362,1,0.5708205501238505,1,0.20543686224489796,True,0.1803930103778839,0.08345316078180753,True,0.46802259689659964,False,0.20545077323913574
cbis_test|native,cbis_01363,1,0.6101720333099365,1,0.15455596301020408,False,0.24101024866104126,0.1634948662611994,True,0.3640481367289113,False,0.15400440990924835
cbis_test|native,cbis_01364,0,0.6578003366788229,0,0.20033482142857142,False,0.19303634762763977,0.09980837667670407,True,0.5022613874835012,False,0.2002100646495819
cbis_test|native,cbis_01365,0,0.6329609553019205,0,0.24870455994897958,False,0.1531878560781479,0.032324621733149934,True,0.5203815079249647,False,0.24951456487178802
cbis_test|native,cbis_01366,0,0.6248254179954529,0,0.1856066645408163,False,0.23973235487937927,0.17025523164388534,True,0.3827480399428996,False,0.18657004833221436
cbis_test|native,cbis_01367,0,0.6175367633501688,0,0.3352798150510204,False,0.044669199734926224,0.0,True,0.5651736437119498,False,0.33562228083610535
cbis_test|native,cbis_01368,1,0.7274289131164551,1,0.2584701849489796,True,0.4142600893974304,0.4483127675648451,True,0.5437382217520048,False,0.25726306438446045
cbis_test|native,cbis_01369,1,0.6228700677553812,1,0.22239716198979592,True,0.4790475070476532,0.3346977329974811,True,0.47323104072964645,False,0.22136887907981873
cbis_test|native,cbis_01370,0,0.6030948559443156,0,0.2012316645408163,False,0.22473609447479248,0.11060238305383936,True,0.48675758850431516,False,0.20229223370552063
cbis_test|native,cbis_01371,0,0.6419099171956381,0,0.19216358418367346,True,0.24272224307060242,0.24041855774079676,True,0.43885656499840575,False,0.19129949808120728
cbis_test|native,cbis_01372,1,0.6335506439208984,1,0.17841198979591838,False,0.15181201696395874,0.0948509485094851,True,0.4658485728830601,False,0.1769166737794876
cbis_test|native,cbis_01373,1,0.5950764218966166,1,0.2312858737244898,False,0.03134903684258461,0.0,True,0.5320599379456692,False,0.23037704825401306
cbis_test|native,cbis_01374,1,0.5824470917383829,1,0.2345344387755102,False,0.2927466630935669,0.1754811580139091,True,0.4290710222148416,False,0.2346179336309433
cbis_test|native,cbis_01375,0,0.5960168043772379,0,0.22050382653061223,False,0.0948774516582489,0.014959834527875318,True,0.5267074309661907,True,0.2218213528394699
cbis_test|native,cbis_01376,0,0.6009772221247355,0,0.21930803571428573,False,0.004977445118129253,0.0,True,0.47680686402312644,False,0.21984036266803741
cbis_test|native,cbis_01377,0,0.5737589597702026,0,0.14875637755102042,False,0.09760013222694397,0.07911450946537583,True,0.33399928854091826,False,0.14860881865024567
cbis_test|native,cbis_01378,0,0.603207548459371,0,0.2381218112244898,True,0.47302624583244324,0.354473246721261,True,0.4504779902132146,False,0.2394111156463623
cbis_test|native,cbis_01379,0,0.6451374689737955,0,0.22618383290816327,True,0.5594407916069031,0.5134465675866949,True,0.4799574361447692,False,0.22478578984737396
cbis_test|native,cbis_01380,0,0.5787333448727926,0,0.2283561862244898,True,0.8339045643806458,0.5002442939903678,True,0.5292901236225808,False,0.22779525816440582
cbis_test|native,cbis_01381,1,0.7245280543963114,1,0.2217594068877551,False,0.352358877658844,0.3602648155289883,True,0.5148820273602444,False,0.2234308123588562
cbis_test|native,cbis_01382,1,0.6921940247217814,1,0.23206313775510204,True,0.4431453049182892,0.5589271589846839,True,0.49836060623990597,False,0.2327294647693634
cbis_test|native,cbis_01383,1,0.6480127374331156,1,0.19445551658163265,True,0.46472975611686707,0.48920322022421187,True,0.360666357561229,False,0.19438868761062622
cbis_test|native,cbis_01384,1,0.6025373935699463,1,0.19943797831632654,True,0.7456055879592896,0.5447398843930635,True,0.35355508828352716,False,0.2010958343744278
cbis_test|native,cbis_01385,0,0.5652470390001932,0,0.24216757015306123,False,0.0922672376036644,0.027936066712995134,True,0.460665049703773,False,0.24152320623397827
cbis_test|native,cbis_01386,0,0.6133533914883932,0,0.10532924107142858,False,0.025028234347701073,0.0028145045162979447,False,0.16880577340241362,False,0.10556446760892868
cbis_test|native,cbis_01387,0,0.6451383431752523,0,0.16468032525510204,False,0.09530980885028839,0.0,True,0.3766541494731655,False,0.16527338325977325
cbis_test|native,cbis_01388,0,0.5556634068489075,0,0.16649394132653061,False,0.00025522051146253943,0.0,True,0.4293713210695894,False,0.16591991484165192
cbis_test|native,cbis_01389,0,0.6123401522636414,0,0.10375478316326531,False,0.10415267944335938,0.05284243973198867,True,0.3062879889735585,False,0.1040348932147026
cbis_test|native,cbis_01390,0,0.5200679500897726,0,0.1957110969387755,False,0.0,0.1957110969387755,False,0.3387923292855924,False,0.19479849934577942
cbis_test|native,cbis_01391,0,0.6104285915692648,0,0.16559709821428573,True,0.3656575679779053,0.2267014306725498,True,0.29978270826045467,False,0.16592471301555634
cbis_test|native,cbis_01392,1,0.6233794291814169,1,0.2501195790816326,True,0.528581976890564,0.2964068419240041,True,0.5461050126556816,False,0.25012338161468506
cbis_test|native,cbis_01393,1,0.5704028606414795,1,0.23126594387755103,True,0.4183948040008545,0.20745452516460217,True,0.5116613969864742,False,0.23150666058063507
cbis_test|native,cbis_01394,0,0.6836069822311401,0,0.23092713647959184,True,0.5546020865440369,0.7299783982718617,True,0.4144150086135869,False,0.2306506335735321
cbis_test|native,cbis_01395,0,0.7228648662567139,0,0.22694116709183673,True,0.4682922959327698,0.7067399617590823,True,0.42718753000402226,False,0.22756214439868927
cbis_test|native,cbis_01396,0,0.6074357032775879,0,0.1612125318877551,False,0.256241112947464,0.1271766169154229,True,0.36293129030073157,True,0.16238269209861755
cbis_test|native,cbis_01397,0,0.6252559423446655,0,0.2308673469387755,False,0.028174739331007004,0.0,True,0.4445722771100171,True,0.23240917921066284
cbis_test|native,cbis_01398,0,0.5598441958427429,0,0.2256457270408163,False,0.30886590480804443,0.24871375116931713,True,0.3627746967746473,False,0.22739021480083466
cbis_test|native,cbis_01399,1,0.6588872273763021,1,0.2295719068877551,True,0.5317217111587524,0.5039771141501534,True,0.4630321409124944,False,0.2298412322998047
cbis_test|native,cbis_01400,1,0.6575489640235901,1,0.25173389668367346,False,0.19505618512630463,0.15750242507785775,True,0.5571684045679722,False,0.25190749764442444
cbis_test|native,cbis_01401,0,0.6160325010617574,0,0.22219786352040816,False,0.06590593606233597,0.0,True,0.3702014006904805,False,0.22292326390743256
cbis_test|native,cbis_01402,0,0.6780163645744324,0,0.24216757015306123,True,0.6096890568733215,0.7031549857987257,True,0.3980659761220592,False,0.24387012422084808
cbis_test|native,cbis_01403,0,0.6271754701932272,0,0.212890625,False,0.20922809839248657,0.12873876327976028,True,0.4583522074319956,False,0.2128090113401413
cbis_test|native,cbis_01404,0,0.5838444034258524,0,0.16940369897959184,True,0.3384135067462921,0.20881700795617583,True,0.40100017639155433,False,0.16985316574573517
cbis_test|native,cbis_01405,0,0.6081862052281698,0,0.22594467474489796,False,0.39484626054763794,0.3183892451899359,True,0.491605067733972,True,0.22614295780658722
cbis_test|native,cbis_01406,0,0.586335281531016,0,0.2373644770408163,False,0.3324469029903412,0.18754733311695337,True,0.4642392121523135,False,0.23796065151691437
cbis_test|native,cbis_01407,0,0.6293918689092001,0,0.22652264030612246,True,0.3066428303718567,0.22879944881437675,True,0.5145449469170752,False,0.22641214728355408
cbis_test|native,cbis_01408,0,0.6768087148666382,0,0.2513950892857143,True,0.40610894560813904,0.40039569679732906,True,0.5252464364992111,False,0.2513545751571655
cbis_test|native,cbis_01409,0,0.623734712600708,0,0.1573860012755102,False,0.06386856734752655,0.0018995474607519972,False,0.27236821457938754,False,0.15757909417152405
cbis_test|native,cbis_01410,0,0.6069508194923401,0,0.2205436862244898,False,0.2522209882736206,0.14373983739837398,True,0.5053100573251826,False,0.21987943351268768
cbis_test|native,cbis_01411,0,0.6038058400154114,0,0.24386160714285715,False,0.11573544144630432,0.043380492832380775,True,0.5380602865643671,True,0.2453463077545166
cbis_test|native,cbis_01412,0,0.591941237449646,0,0.201171875,True,0.13043652474880219,0.05802585935036266,False,0.3630359455550735,True,0.20082685351371765
cbis_test|native,cbis_01413,0,0.5982086857159933,0,0.23411591198979592,False,0.3077298104763031,0.1714439365420812,True,0.4870127050216837,False,0.2342560738325119
cbis_test|native,cbis_01414,0,0.585965116818746,0,0.19288105867346939,False,0.13663601875305176,0.051092168353756,True,0.3700172344977171,False,0.19268639385700226
cbis_test|native,cbis_01415,0,0.5561001102129618,0,0.1807437818877551,False,0.0898679718375206,0.04016545118101665,True,0.4105329417433721,False,0.18031199276447296
cbis_test|native,cbis_01416,0,0.6250626047452291,0,0.18917410714285715,True,0.36370962858200073,0.24835389631144922,True,0.448335737690332,False,0.18923920392990112
cbis_test|native,cbis_01417,0,0.6918075879414877,0,0.22899394132653061,True,0.4409429728984833,0.5105964912280702,True,0.5234367255108007,False,0.22803360223770142
cbis_test|native,cbis_01418,0,0.5846667289733887,0,0.22307477678571427,False,0.13989076018333435,0.08387360253203328,True,0.49776235140414093,False,0.2220459133386612
cbis_test|native,cbis_01419,0,0.6299417018890381,0,0.20725047831632654,False,0.15671862661838531,0.030235839548478128,True,0.40329733940454743,False,0.20588089525699615
cbis_test|native,cbis_01420,0,0.6332116524378458,0,0.20167012117346939,False,0.24011829495429993,0.21394172887069587,True,0.38495470689532035,False,0.20228080451488495
cbis_test|native,cbis_01421,0,0.657588263352712,0,0.20511798469387754,True,0.4425300657749176,0.5345361213859742,True,0.4524680074498345,False,0.2055044174194336
cbis_test|native,cbis_01422,0,0.5936037302017212,0,0.2502590880102041,False,0.3047255575656891,0.18735547614042464,True,0.5448724196351731,False,0.24985912442207336
cbis_test|native,cbis_01423,0,0.5671263138453165,0,0.22407126913265307,False,0.09742889553308487,0.05381188118811881,True,0.3860583039855961,False,0.2237103432416916
cbis_test|native,cbis_01424,0,0.5929463505744934,0,0.24236686862244897,False,0.1622598022222519,0.0565974866717441,True,0.3848783174559598,False,0.24180974066257477
cbis_test|native,cbis_01425,0,0.6065026720364889,0,0.2448780293367347,False,0.2658787965774536,0.09933024721757117,True,0.451531941420856,False,0.24467912316322327
cbis_test|native,cbis_01426,1,0.7129960854848226,1,0.2211017219387755,True,0.5459803342819214,0.6586859251118612,True,0.5115429496027588,True,0.2227349877357483
cbis_test|native,cbis_01427,1,0.6682496269543966,1,0.2526307397959184,True,0.6475715041160583,0.485391202039349,True,0.5208377801067328,False,0.25183236598968506
cbis_test|native,cbis_01428,0,0.6430629094441732,0,0.18431122448979592,False,0.2065143585205078,0.1520181514210652,False,0.2542247057090901,False,0.18580754101276398
cbis_test|native,cbis_01429,0,0.65272589524587,0,0.19090800382653061,False,0.16953295469284058,0.060041072200605276,False,0.3881888053654254,False,0.19066882133483887
cbis_test|native,cbis_01430,0,0.6100196242332458,0,0.18279655612244897,False,0.02469315007328987,0.0,True,0.39537907899307,False,0.18283142149448395
cbis_test|native,cbis_01431,0,0.6149023771286011,0,0.2410514987244898,False,0.11061883717775345,0.05175363558597092,True,0.5441762888484012,False,0.24008969962596893
cbis_test|native,cbis_01432,0,0.6516344547271729,0,0.23411591198979592,False,0.3245324194431305,0.17847868426747457,True,0.5041354640143194,False,0.23399628698825836
cbis_test|native,cbis_01433,0,0.7239636580149332,0,0.26211734693877553,True,0.478852242231369,0.6136395267919277,True,0.49892780980113655,False,0.26245227456092834
cbis_test|native,cbis_01434,0,0.7026597658793131,0,0.24372209821428573,False,0.24710367619991302,0.10507246376811594,True,0.4300021926727068,False,0.24442490935325623
cbis_test|native,cbis_01435,1,0.6003091732660929,1,0.23493303571428573,False,0.12316638231277466,0.03274654552337687,True,0.4303131173650262,False,0.23571479320526123
cbis_test|native,cbis_01436,1,0.5874522725741068,1,0.2196468431122449,True,0.2389606535434723,0.12502003526206124,True,0.3766719550555098,False,0.22025160491466522
cbis_test|native,cbis_01437,1,0.6225127577781677,1,0.19188456632653061,True,0.3494953215122223,0.27365762031219637,True,0.49154016989835864,False,0.1916920691728592
cbis_test|native,cbis_01438,0,0.546518603960673,0,0.2336375956632653,False,0.038089949637651443,0.0054990757855822555,True,0.5293483965367913,False,0.2331915944814682
cbis_test|native,cbis_01439,0,0.5571740865707397,0,0.23295998086734693,False,0.07836062461137772,0.04875693941588221,True,0.4809016394129026,True,0.23440614342689514
cbis_test|native,cbis_01440,1,0.5997770031293234,1,0.19216358418367346,False,0.056236084550619125,0.017634586543931324,True,0.4598015482243123,False,0.19222834706306458
cbis_test|native,cbis_01441,1,0.7120329340298971,1,0.2633729272959184,False,0.38323089480400085,0.37482261116367077,True,0.6032849253987449,False,0.26207464933395386
cbis_test|native,cbis_01442,1,0.6446555256843567,1,0.2421875,False,0.3870471715927124,0.2644175974470025,True,0.47992841258503227,False,0.24109460413455963
cbis_test|native,cbis_01443,1,0.6100365916887919,1,0.22074298469387754,False,0.3123900890350342,0.20861002976871995,True,0.5438500558408362,False,0.2215423583984375
cbis_test|native,cbis_01444,1,0.5346693396568298,1,0.23808195153061223,False,0.0,0.0,True,0.48363488871146315,False,0.23593711853027344
cbis_test|native,cbis_01445,0,0.6703005035718282,0,0.2502391581632653,False,0.2682541012763977,0.19389103207736616,True,0.5317757882888675,False,0.24951094388961792
cbis_test|native,cbis_01446,0,0.5937713185946146,0,0.2186702806122449,False,0.18034541606903076,0.09314184618586742,True,0.5067720797936676,False,0.21938392519950867
cbis_test|native,cbis_01447,1,0.6925451755523682,1,0.15306122448979592,True,0.4235149621963501,0.5784034212401996,True,0.3698786909242861,False,0.15420527756214142
cbis_test|native,cbis_01448,1,0.6907423933347067,1,0.15898038903061223,True,0.35374778509140015,0.5138246911505169,False,0.264914459335949,False,0.15930339694023132
cbis_test|native,cbis_01449,1,0.5946448644002279,1,0.22781808035714285,False,0.02353573963046074,0.001072561089349002,True,0.5447145399654819,False,0.22770927846431732
cbis_test|native,cbis_01450,1,0.5786014397939047,1,0.23232222576530612,False,0.02040456049144268,0.0,True,0.5563013319743042,False,0.2316247969865799
cbis_test|native,cbis_01451,0,0.5943990349769592,0,0.22953204719387754,True,0.5412116646766663,0.3887242268041237,True,0.4042835570300413,False,0.2296392172574997
cbis_test|native,cbis_01452,0,0.5875396529833475,0,0.22584502551020408,False,0.1982947140932083,0.14017495199487945,True,0.5233476766444873,False,0.22621221840381622
cbis_test|native,cbis_01453,1,0.575276513894399,1,0.2416095344387755,False,0.14334814250469208,0.04671705243268776,True,0.5143234248190789,False,0.2422521412372589
cbis_test|native,cbis_01454,1,0.712864875793457,1,0.24073262117346939,True,0.40408486127853394,0.664033107599699,True,0.4273333398811465,False,0.24204958975315094
cbis_test|native,cbis_01455,1,0.7103510101636251,1,0.24561543367346939,True,0.3652053773403168,0.3723685018105935,True,0.5948176029722032,False,0.24637815356254578
cbis_test|native,cbis_01456,0,0.5864646633466085,0,0.21603954081632654,False,0.02204781584441662,0.010552812469745376,True,0.4436825273039853,False,0.21681585907936096
cbis_test|native,cbis_01457,0,0.6211414734522501,0,0.24025430484693877,False,0.3423367738723755,0.18355210286632734,True,0.5615417250198933,False,0.24050967395305634
cbis_test|native,cbis_01458,0,0.592394491036733,0,0.17303093112244897,False,0.04197068139910698,0.007861296575489986,True,0.4658676005052822,False,0.17344951629638672
cbis_test|native,cbis_01459,0,0.6447590589523315,0,0.21243223852040816,True,0.3120426833629608,0.2287733048331552,True,0.38993721337225296,False,0.21221186220645905
cbis_test|native,cbis_01460,0,0.6360664963722229,0,0.21635841836734693,False,0.23588068783283234,0.09709604579110434,True,0.37482984676933495,False,0.21626926958560944
cbis_test|native,cbis_01461,0,0.5628860791524252,0,0.2613998724489796,False,0.13996899127960205,0.06080183276059565,True,0.4491701446321596,False,0.2606024742126465
cbis_test|native,cbis_01462,0,0.5744580030441284,0,0.24003507653061223,False,0.15359614789485931,0.07991783233884378,True,0.4458324188828913,False,0.24074923992156982
cbis_test|native,cbis_01463,0,0.7244255940119425,0,0.23612882653061223,True,0.4868055284023285,0.5264002231987166,True,0.5688924286882775,False,0.23626567423343658
cbis_test|native,cbis_01464,0,0.5987504720687866,0,0.19038982780612246,False,0.2857414782047272,0.23364191699729203,True,0.4471025792752365,False,0.1892349272966385
cbis_test|native,cbis_01465,1,0.6755295991897583,1,0.2468311543367347,True,0.2775548994541168,0.15068001026430589,True,0.4032957075263709,False,0.2470507174730301
cbis_test|native,cbis_01466,1,0.6726158062616984,1,0.13996731505102042,False,0.2833918631076813,0.4758197075871615,False,0.13639060171547854,False,0.13975824415683746
cbis_test|native,cbis_01467,0,0.7230131030082703,0,0.20609454719387754,False,0.3381114900112152,0.36273657460041464,True,0.46156071609169097,False,0.20485585927963257
cbis_test|native,cbis_01468,1,0.5770991643269857,1,0.1738879145408163,False,0.0324106439948082,0.020783460282916215,False,0.3727113390053206,False,0.17421697080135345
cbis_test|native,cbis_01469,1,0.7014797131220499,1,0.1649593431122449,False,0.14338159561157227,0.02312978378680373,True,0.3904636626176396,False,0.16549663245677948
cbis_test|native,cbis_01470,0,0.634793241818746,0,0.22694116709183673,False,0.0879664346575737,0.007193229901269393,True,0.4497645635826235,False,0.22661226987838745
cbis_test|native,cbis_01471,1,0.6586403250694275,1,0.16904496173469388,True,0.31367993354797363,0.49026235313053274,True,0.35806546314203036,False,0.16871410608291626
cbis_test|native,cbis_01472,0,0.6888203024864197,0,0.21446508290816327,False,0.24356502294540405,0.15706019806387003,True,0.5186814758989915,False,0.21493519842624664
cbis_test|native,cbis_01473,0,0.7192092339197794,0,0.2293327487244898,True,0.36517396569252014,0.39545277885736496,True,0.4383282234106051,False,0.22829177975654602
cbis_test|native,cbis_01474,0,0.6411308646202087,0,0.2398357780612245,True,0.3618886172771454,0.19907908992416035,True,0.5337177224753282,False,0.24038024246692657
cbis_test|native,cbis_01475,0,0.652763307094574,0,0.2333984375,False,0.4251052141189575,0.35952738184546135,True,0.36674491524361924,False,0.23437775671482086
cbis_test|native,cbis_01476,1,0.7255595326423645,1,0.21681680484693877,True,0.5125336647033691,0.6044031911629334,True,0.42713353618749417,False,0.21661561727523804
cbis_test|native,cbis_01477,1,0.7190030217170715,1,0.20302535076530612,True,0.4927130937576294,0.5889840496582069,True,0.4946254097838742,False,0.20282723009586334
cbis_test|native,cbis_01478,0,0.5867964029312134,0,0.1279296875,True,0.3029073476791382,0.20285087719298245,True,0.34754924147638494,False,0.1281859129667282
cbis_test|native,cbis_01479,0,0.60719233751297,0,0.28186782525510207,True,0.4245946705341339,0.24256281148846529,True,0.6404710679858903,False,0.28292417526245117
cbis_test|native,cbis_01480,0,0.5392404198646545,0,0.2573341836734694,False,0.00013536731421481818,0.0005662760813695169,True,0.5876008843274166,False,0.25593286752700806
cbis_test|native,cbis_01481,0,0.5723180770874023,0,0.22600446428571427,False,0.049932509660720825,0.015583428354237932,True,0.5425517811274636,True,0.22594831883907318
cbis_test|native,cbis_01482,0,0.557023843129476,0,0.2550023915816326,False,0.07608599215745926,0.03363817457442955,True,0.5890094946627141,False,0.2529199719429016
cbis_test|native,cbis_01483,0,0.5883708596229553,0,0.21809231505102042,False,0.057665497064590454,0.03151270832309129,True,0.40016042299152155,False,0.21829691529273987
